train_weeks,origin_day,h,alpha,unit,K_mw,coverage,target,mean_shortfall_frac,worst_shortfall_frac,mean_train_mw,mean_test_mw,growth_ratio
4,126,1,0.9,abs,3.4065141964449643,0.7678571428571429,0.9,0.14136233957755112,0.4376242489096846,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,1,0.9,norm,3.3692194159505218,0.7827380952380952,0.9,0.14124525777502595,0.4313991630357824,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,1,0.95,abs,3.267961061507786,0.8095238095238095,0.95,0.13324690268386655,0.41378096502114803,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,1,0.95,norm,3.2321831714345524,0.8184523809523809,0.95,0.13003465007470397,0.4072919515340189,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,4,0.9,abs,3.2612253234500583,0.6666666666666666,0.9,0.15976261171376946,0.4125701876376662,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,4,0.9,norm,3.2255211767572556,0.6816143497757847,0.9,0.1577789430157485,0.4060677717355651,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,4,0.95,abs,3.1804687446377082,0.70254110612855,0.95,0.15668705408993427,0.3976545177324848,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,4,0.95,norm,3.1456487272062574,0.7130044843049327,0.95,0.15296584631610274,0.3909869963366874,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,24,0.9,abs,2.9604795547401355,0.3667180277349769,0.9,0.16772784283940206,0.35289504811536565,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,24,0.9,norm,2.928067995948588,0.4098613251155624,0.9,0.17079015932611072,0.34573207231653497,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,24,0.95,abs,2.93651722584798,0.4098613251155624,0.95,0.1731760416621726,0.34761459494849406,3.99541470663657,3.951672597878068,0.9890519227739127
4,126,24,0.95,norm,2.9043680084836607,0.4530046224961479,0.95,0.1772411845494036,0.34039316841747375,3.99541470663657,3.951672597878068,0.9890519227739127
4,133,1,0.9,abs,3.5234432528895523,0.6324404761904762,0.9,0.13700095427177428,0.4562872615432439,4.145280111106022,3.8287099452607523,0.9236311763354386
4,133,1,0.9,norm,3.254362036417541,0.7574404761904762,0.9,0.12104834125294708,0.41133132749592893,4.145280111106022,3.8287099452607523,0.9236311763354386
4,133,1,0.95,abs,3.3864160458913473,0.7023809523809523,0.95,0.12981680293160555,0.43428658680321364,4.145280111106022,3.8287099452607523,0.9236311763354386
4,133,1,0.95,norm,3.1277994360278294,0.8020833333333334,0.95,0.10909804118997381,0.38751156555662414,4.145280111106022,3.8287099452607523,0.9236311763354386
4,133,4,0.9,abs,3.338229729818562,0.5515695067264574,0.9,0.15821464359294865,0.4261206882458378,4.145280111106022,3.8287099452607523,0.9236311763354386
4,133,4,0.9,norm,3.0832930522302515,0.6636771300448431,0.9,0.13176670842874724,0.37867048400091646,4.145280111106022,3.8287099452607523,0.9236311763354386
4,133,4,0.95,abs,3.1777183893653724,0.6233183856502242,0.95,0.14221501770267725,0.3971331801342676,4.145280111106022,3.8287099452607523,0.9236311763354386
